headline,emotion_huggingface
N.J. Gov. Christie walks a fine line on gay marriage,neutral
Democrats Push to Prevent Gun Sales to Terror-list Suspects,fear
"Contests in South Carolina, Nevada to test the appeal of the outsiders",neutral
Donald Trump Call For Immediate Shutdown of Clinton Foundation,fear
Louie Gohmert For House Speaker?,neutral
Secretary of Labor Tom Perez on how to fight for social change,neutral
"Wikileaks: Clinton, Podesta Agreed Not To Distribute Confidential Intel By Private Email Account",neutral
Wolf Richter: What the Heck’s Going on with Foreclosures? Why this Spike?,surprise
RED ALERT: China officially orders its citizens to prepare for WW3 as tensions with the United States boil over,anger
The World is Waking Up and it’s Magic to Watch,neutral
"If Donald Trump gets rattled by press, how would he handle Putin?",fear
Belgian police hunting 2 mystery bombers believed to have survived Brussels attacks,fear
"Health Ranger to launch revolutionary, certified organic, non-GMO preparedness food line this Thursday",neutral
France Plans to Implement Universal Biometric IDs,neutral
NEW WIKILEAK : Top Clinton Operative Believes “BLACK VOTERS ARE STUPID” – TruthFeed,neutral
The Latest On Iran Deal: Obama Says Deal Provides New Way Forward,neutral
Israel preparing for one-sided UN Security Council resolutions,fear
"Senate Dems back down on Iran, say won’t support sanctions bill yet",neutral
"Melania Trump Plagiarized Michelle Obama, a Woman Republicans Said Hated America",disgust
Yosemite free-climbers reach top of El Capitan,neutral
Peter Thiel On Trump,neutral
Three Likely GOP White House Hopefuls Back Legal Status for Illegal Immigrants,neutral
"Comment on India Moves to Severely Restrict Use of Cash, Forcing Much of Economy Into Barter by Bugs Bunny",neutral
Migrants FLOOD Into U.S. From Mexico Right Before Election,fear
Scott Walker: Wall on Canadian Border Worth Reviewing,neutral
"State Dept. uncovers nearly 18,000 missing emails sought from ex-Clinton spokesman",neutral
Police Departments Refuse Participation In Dakota Access Pipeline Crackdown,anger
Donald Trump and the Equilibrium to Come | New Eastern Outlook,neutral
Environment 'Has Never Been A Partisan Issue' For EPA Administrator,neutral
Obama pushing to diversify federal judiciary amid GOP delays,sadness
Why presidential candidates' faith matters less and less to voters,neutral
"DOJ: Guardsman, cousin charged with supporting ISIL",anger
Obama will not endorse candidate in Democratic primary race,neutral
Will #DraftOurDaughters Bring Hillary Down?,fear
Michelle Obama's full DNC speech: Best of the night?,surprise
They Knew: The End of the Clinton Lies Begins,sadness
The USA Era (1945 - 2008) in Retrospect,neutral
Russia Warns US In Total Breakdown After FBI Notifies Obama All Hillary Emails Found,fear
"Mormon Exodus: Trump, Clinton Tied in Utah at 26%; McMullin 22%, Johnson 14%",neutral
Why Clinton remains inevitable — almost,fear
Fact-checking the second Clinton-Trump presidential debate,neutral
Sandy Hook Promise Rakes In $6 Million (VIDEO),joy
Obama veers left,neutral
Libertarians hope rallies and ads can nudge them into the presidential debates,neutral
Islamic State admits defeat in Kobani; blames airstrikes,sadness
Obama On Climate Change: 'I Actually Think We're Going To Solve This Thing',neutral
"Mike Huckabee on Netanyahu, wage stagnation, 2016 and more",neutral
Crucial Rule Is Delayed a Year for Obama’s Health Law,neutral
At least 12 dead after terror attack at Paris newspaper office (+video),fear
World leaders' personal chefs sample Indian market fare,neutral
An Open Letter to Black South African Police Officers,neutral
Gay man finds it in himself to tolerate religious person,disgust
US Spy Chief: Asking North Korea To Stop Nuke Program a ‘Lost Cause’,sadness
The Devastating Consequences Of A 'Small' Rise In Global Temperatures,disgust
"Cost, logistics of Obama immigration plan raise concerns before launch",fear
General is most senior Army officer to kill self,disgust
Putin Mocks Clinton Claim Of Russia Election Meddling: ‘Is U.S. A Banana Republic?’,neutral
Attack of the Clones translated into Chinese and back to English makes for hilarious subtitles,joy
Seth Meyers Takes ‘A Closer Look’ At The Final Stretch Of The Election Season (VIDEO),neutral
HUFFPOLLSTER: Growing Economy Good News For Obama,joy
Soros-Linked Voting Machines Cause Concern over Rigged Election,fear
"Israel settlements legal, Trump aide says, playing anti-Iran video message on Mount Zion",anger
3 Members Of Muslim Family Shot Dead In Chapel Hill,sadness
Is Obama preparing a parting shot on Israel? This President must not bind the next,neutral
“Scary Stories In 5 Words” are terrifying tales for people short on time,fear
BUSTED: Eric Trump Admits Daddy ‘Started The Conversation’ About Obama’s Birth Certificate (AUDIO),disgust
"Wolf Richter: Done in by Overcapacity, Stagnant World Trade, and China, Korean Shipbuilders Collapse on Top of Taxpayers",fear
Stating the obvious? FBI awkwardly acknowledges San Bernardino massacre likely terrorism,fear
Alex Collier on Angels 2016-10-22 [VIDEO],neutral
What Is To Be Done?,neutral
"American Dream, Revisited",neutral
"Thousands of rape kits left untested despite federal pledge, critics blame DOJ",anger
Mr. Trump goes to Washington: The surreal spectacle of a know-nothing GOP frontrunner,fear
Fox News Just Exposed Hillary’s ILLEGAL VOTING Scheme To The Entire Country!,neutral
Oil prices could fall further if Iran nuclear deal is reached,fear
Why Are Russia and China Buying Up All of America’s Food? Paul Martin and Dave Hodges,neutral
Obama to propose spending $74B more in 2016 than mandatory spending cuts,surprise
US Votes 'No' As UN Adopts Landmark Resolution Calling to Ban Nuclear Weapons,fear
"Trump: I'll Only Lose With 'Cheating,' Asks Supporters To Watch Polling Places",neutral
"Clinton looks to sisterhood, but votes may go to Sanders",sadness
Clinton campaign denies access to pool reporter,anger
Europeans have no future - Putin on Migrant Crisis [Video],neutral
"Doug Schoen: Trump, Hillary and the forgotten swing vote -- seniors",neutral
Re: Americans Want Hillary in Jail - Rightly So!,anger
BRICS Do Not Lack Mortar: What Detractors Should Know - Rakesh Krishnan Simha,neutral
How the GOP can take back the White House,neutral
"Sorry Jeb, 'anchor babies' is a slur",sadness
Fight night: Why the South Carolina showdown could turn bloody,fear
Battle over Scalia’s replacement already spilling into Senate races,fear
WikiLeaks Podesta Emails Confirm Hillary’s Health Issues,neutral
Clinton struggles to contain media barrage on foreign cash,neutral
What WikiLeaks hack says about Clinton: Our view,neutral
Providing Balanced Information Is Not Facebook's Goal - NYTimes.com,neutral
Which States Can Gary Johnson and Jill Stein Spoil?,neutral
On Trump’s victory,neutral
Trump Hits 'Magic Number' of Delegates Required for Nomination,neutral
OPINION: Both sides of abortion debate need to talk more honestly,neutral
Vine 2013-2016: celebrate the life and death of an app with these 12 clips,joy
"Possibility of fire aboard EgyptAir flight raised as body parts, debris found in Mediterranean",fear
These New Solar Panels Use Sunlight to Create Clean Drinking Water from the Air,neutral
"Hacker Guccifer 2.0 Says Election Could Be Rigged, Promises to Monitor 'from Inside'",neutral
Presumptive Nominee? Trump Indiana Win Creates Big Challenge to Unite Party,neutral
Is the Hillary email scandal Watergate all over again?,neutral
Do Britain’s gunless bobbies provide answers for America’s police?,neutral
Top EU Official Disputes That Trump Could Upend Iran Nuclear Deal,anger
Another 4.6-Magnitude Tremor Hits Central Italy After Two Earthquakes,fear
Christie is wrong. Vaccination is not a personal decision. It's a social obligation.,neutral
Steve Case: Why I’m voting for Hillary Clinton,neutral
Comment on Unprecedented letter from Chair of Joint Chiefs suggests U.S. military does not want a President Hillary by joworth,fear
Israel Tracked ‘Anti-Government’ Journalists On Facebook,anger
Newt Says GOP Women Are Actually Thanking Him for Calling Out Megyn Kelly on ‘Sex Obsession’,neutral
An Admittedly Ingenious Low,disgust
Week of Donald Trump-Hillary Clinton feud a taste of things to come,neutral
Trump calls for charges against Clinton after FBI interview in email investigation,anger
Teenager ‘enamored with ISIS’ in court over ‘viable device’ found on London Underground,anger
How To Talk To Your Child About Death - The Onion - America's Finest News Source,neutral
Busted: Bill Recorded Telling Mistress To Deny That Clintons Helped Her Get A State Job,disgust
BREAKING: U.S. And Russian Jets Almost Collide Over Syria,fear
"Cruz takes all 14 delegates at Wyoming GOP convention, NY primary next",neutral
Think Indiana is bad? It's legal to deny service to gay and lesbian people in 29 states.,neutral
Crossing the Acheron: Back to Vietnam,neutral
"Before leak, NSA mulled ending phone program",fear
“America has lost” in the Philippines,sadness
Report: Solar industry added jobs 20 times faster than the national average last year,surprise
The teachable moment of Saudi Arabia’s economic threat against the United States,fear
What Are Saponins? Discovering Their Health Benefits,neutral
This astonishing chart shows how moderate Republicans are an endangered species,surprise
Why the Democrats Keep Losing the Congress,sadness
Will Barack Obama Delay Or Suspend The Election If Hillary Is Forced Out By The New FBI Email Investigation?,neutral
The wingnut myth that refuses to die: The one simple reason why there’s no “liberal media conspiracy”,neutral
LEAKED BOMBSHELL: The Shocking Truth About Hillary That Huma Abedin Has Concealed For Years,fear
Bombshell: 2006 audio of Hillary Clinton proposing rigging Palestine election,disgust
Dems’ scary electoral future: Why the progressive sales pitch is getting harder,fear
Chinese Immigrants Demand Protection from Paris Muggers,anger
Transylvania Recalls Melania Trump While Movement To Deport Her Gains Steam,sadness
OnPolitics | 's politics blog,neutral
NYC Democratic Election Commissioner: “They Bus People Around to Vote”,neutral
"Poll: With 2016 approaching, Clinton maintains advantages",neutral
"Facebook is full of fake news stories. On Election Day, don’t fall for them.",neutral
Electric Floors Could Generate Renewable Energy From Walking,neutral
Kind Samaritan Pays Off All Overdue Lunch Fees At Hometown Elementary School,sadness
"Why now, John Kasich?",surprise
New Heavy-Duty Voting Machine Allows Americans To Take Out Frustration On It Before Casting Ballot - The Onion - America's Finest News Source,anger
House approves Syrian refugees bill,neutral
Round 2: GOP rivals try to ding Trump at debate – front-runner hits back,anger
Hillary admits creation of Mujahedin plague,fear
Russia prevented Spain from diplomatical conflict denying its proposal,anger
Get Ready For A Likely Market Crash After Election [Video w/ Transcript],neutral
When white nationalists show up to 'monitor' the polls,anger
Michelle Obama Deletes Hillary Clinton From Twitter,neutral
DAPL Protesters Proven Right as Largest Gas Pipeline in U.S. Experiences Massive and Deadly Explosion,fear
Jeb Bush Attacks Obama Administration For Failing 'Easy Calls' On Religious Freedom,anger
US Insiders  Not Russia  Leaked Clinton Emails,neutral
Iraq ‘Ready For War’ With Turkey Over Who Should Control Mosul After Isis,fear
Trump voter listens carefully to call for national unity then sets up Aryan website,neutral
NOT KIDDING: Colleges Give Students “Safe Spaces” To Cry Over Trump Win…Threaten Students Over Pro-Trump “Chalkings”,fear
"Ferguson, N. Charleston: 2 police killings, 2 outcomes",anger
"Uber Drivers Found To Discriminate By Gender, Race - The Onion - America's Finest News Source",disgust
Senate GOP prepared to replace Obamacare subsidies,neutral
Putin Dedicates Christian Statue to Prince Vladimir,neutral
Newt Gingrich goes berserk when Fox News Megyn Kelly referred to Trump as a sexual predator,anger
Why Sprott Believes Gold Bullion Is A Mandatory Portfolio Asset,joy
Let’s Be Clear—A Vote for Warmonger Hillary Clinton Is a Vote for World War 3,neutral
Twitter Users DESTROY Clinton Puppet James Comey #ComeyResign – TruthFeed,anger
Trump says GOP opposition to him 'taking advantage of our country',anger
GOP voters want an apocalypse: The truth about Trump & Carson’s success,neutral
EWAO Hubble has just spotted mysterious 'plasma balls' of unknown origin,surprise
Donald Trump's lost month in Iowa,sadness
Hillary Helped Chelsea’s Friend With VISA Issues Within 2 Hours,neutral
"From downed Russian jet, hard lessons about destroying Islamic State",fear
Webb rips Clinton's State record as he mulls independent White House bid,neutral
JOHNSON & JOHNSON ORDERED TO PAY $70 MILLION TO CALIFORNIA WOMAN FOR CANCER-LINKED BABY POWDER,neutral
Who's Got the Best Chance against Clinton? It's Not Who You Think…,neutral
"Rubio: Obama's diplomacy with dictators threatens America's safety, security",fear
The Daily 202: Clinton and Trump cave to pressure,anger
"Inside the Invisible Government: War, Propaganda, Clinton & Trump",disgust
"Former GOP Congressman Goes Full Trump, Encourages Armed Revolt If Clinton Wins",fear
"For young black activists, an urgent task: Persuading peers to vote",neutral
Peter Brimelow On With Steve Curtis At 8:05 Eastern,neutral
Marco Rubio’s big gamble,neutral
Donald Trump's year of tweeting dangerously,fear
Coalition Nations Seek to Put North Korea in a Vise,fear
National Review disses Donald Trump: Why the magazine's plan won't work,sadness
Hillary Clinton's 'Delegate Hell',disgust
Thomas Frank Explores Whether Hillary Clinton and the Democratic Party Will Address Inequality,neutral
Congress likely to blow budget deadline,fear
Ukraine Withdraws Forces After Fight Over Strategic City,anger
6 Myths That Men Believe About Southeast Asia,neutral
What happened in this election?,surprise
Top university stole millions from taxpayers by faking global warming research,anger
No charges after new review of Hillary Clinton emails – FBI director,sadness
"Playing the “rigged” card: Trump, Jones and other conspiracy mongers must look within the GOP for the legit scandals",neutral
“Brexit means Clusterfuck” confirms Prime Minister,disgust
Why Netanyahu is confronting the White House,fear
‘Ignored’ voter to become ‘absolutely shafted’ voter,disgust
Hillary Reboots ‘Vast Right-Wing Conspiracy’ Playbook,neutral
"GOP Leaders: Donald Trump, Paul Ryan Meeting 'Critical'",fear
Can U.S. Elections Really Be Stolen? Yes      : Information Clearing House - ICH,fear
Obamacare group slashes staff,anger
Obama Admits to Rigged Elections back in 2008,anger
Alien Insects Capture In UK,fear
"Hesston, Kansas, mass shooting: what we know",fear
Janet Yellen won't say when interest rates will rise because she doesn't know,neutral
"Actually, many Trump voters are in one basket and it’s both racist and economically frustrated",anger
EWAO Stephen Hawking Warns: STOP Searching for Aliens before its TOO LATE,fear
Chinese may become Russia’s second largest ethnic population by 2050 | Russia & India Report,neutral
Clinton Cries Racism Tagging Trump with KKK; Trump Says 'She Lies',anger
There's Something O'Reilly Trusts Even Less Than Iran,neutral
"Meet the Neocons, 9/11 Criminals and Goldman Bankers On Team Trump : The Corbett Report",neutral
This Times newspaper correction is amusing,joy
Obama vowed to be the healer-in-chief. He never made the effort - The Boston Globe,neutral
"6 neo-Nazis arrested in Motorola assassination case, SBU plot exposed - Fort Russ",anger
Clinton campaign: WikiLeaks hack gets ‘closer and closer to the Trump campaign’,fear
Did Hillary Insult Sanderistas as ‘Basement Dwellers’? No—Just the Opposite,anger
Packer to lose more money as Carey wants back-out fee,sadness
Assange: Clinton Campaign Tried To Hack WikiLeaks,anger
"Paul: Laws on sexuality could be more ‘neutral,’ but all should be protected",neutral
What to watch in Tuesday's primaries,neutral
GOP senators demand answers over disclosure of mission to oust ISIS from Mosul,anger
Comment on WATCH: Human Rights Activists Are Targeting The China Dog Meat Festival by information security architect,anger
Why Has Putin Pointed Russia's SATAN Nukes at the US? | Silver Doctors,neutral
ELECTION DAY QUESTION: Do You Want To Glow In The Dark?,neutral
"Trump's economic team has a lot of billionaires, very few economic experts",neutral
Family issues weigh heaviest on Biden as he considers a 2016 campaign,sadness
Constitutional Law Expert: Comey Did NOT Violate Law By Announcing Email Investigation,fear
Democratic candidates exhibit a new ferocity in last debate before N.H. vote,anger
Can Trump Save America Like Putin Saved Russia? — The Saker,fear
5 takeaways from the New York primary,neutral
NATO Confirms Major Troop Buildup In Eastern Europe,neutral
Gary Johnson and Bill Weld Shift Focus to Answering Questions Outside of Debates,neutral
"Ryan Endorses Trump, Trump Crushes Ryan’s Dreams",neutral
The reinvention of Mitt Romney,neutral
Has family guy gone nuts?,neutral
Donald Trump is really going to be the nominee. This is actually happening.,surprise
Political polarization is getting worse. Everywhere.,disgust
Rubio Goes From Robot to Terminator Against Donald Trump,neutral
Destruction of Walk Of Fame star leaves Donald Trump down to his last six Horcruxes,sadness
"Nobody Won the VP Debate, Least of All the American Electorate",neutral
Fox News Eats Its Own,neutral
"Exchange of equipment, arms & experience: Large-scale joint NATO drills held in Romania",neutral
"New math: Where Trump, Clinton stand after primary victories",neutral
What do the protesters believe they are protesting? | OffGuardian,neutral
Donald Trump Bans 'Washington Post' From Campaign Events,anger
Debate over the Cleveland Indians’ Mascot,neutral
Senate Debate Reveals Absurd Level Of Trade Deal Secrecy,disgust
ISLAM NOT WELCOME: Obama just got TERRIBLE NEWS – THIS could END his MUSLIM “REFUGEE” Program… FOREVER!,anger
McConnell: Trump's Muslim ban wouldn't pass the Senate,neutral
Putin Warns “US Has Pushed Russia Back Into Nuclear Arms Race”,sadness
Israel Refuses Participation In Paris Peace Conference,anger
"Obama nominates Merrick Garland to Supreme Court, sets up Senate showdown",neutral
‘Like Asking if You’ll Stop Beating Your Wife’: Saudi Ambassador to US Dodges Yemen Cluster Bomb Question - American Herald Tribune,anger
National Attention On Ayotte - Hassan (*NH) Senate Race,neutral
Trump has lit a fire. Can it be contained?,anger
Energy Update – Super High Geomagnetic Solar Winds,neutral
Family history hounds Jeb Bush on campaign trail,neutral
Donors to G.O.P. Candidates: You’re on Your Own,neutral
What's NaNoWriMo? Your Story. 30 Days. Try it.,neutral
Investors Intelligence Says Here Is The Key To A Turnaround In Gold & Silver!,neutral
Allowing Refugees in US an Open Door to Terror?,fear
The Loosening Grip,neutral
"Holder: Ferguson shooter 'disgusting,' 'punk'",disgust
‘Are We Next?’,neutral
Reductress » This Little Girl’s Mind-Blowing Protest Speech Is Everything Her Mother Told Her to Say,neutral
Gay Rights Will Continue to Divide Republicans: Albert R. Hunt,neutral
Love Trumps Hate: GoFundMe To Rebuild Church Torched By Trump Supporter SHATTERS Fundraising Records,anger
Jake Tapper: Where were U.S. leaders in Paris march?,neutral
Hillary Campaign Launching Attacks on the FBI,anger
Report: Trump Used Foundation Money to Launch Presidential Campaign,anger
"Republicans start small on ObamaCare, cross fingers for court intervention",anger
Don’t Despair: Why This Election Is Our Greatest Blessing,fear
Re: It Is Now Mathematically Impossible To Pay Off The U.S. National Debt,fear
Trump relents after withholding medical records,anger
"President Obama Gets Real, Not Revenge, On Republicans",anger
We can't reward Hillary Clinton with the White House for breaking all the rules,neutral
Hillary accepts the nomination: A bold speech for a singular moment in American history,joy
ECB policymakers tout December stimulus extension,neutral
Here’s How Goldman Sachs Lays People Off | Financial Markets,neutral
George P. Bush says father Jeb Bush is ‘seriously considering’ 2016 run,fear
Ben Carson’s harsh spotlight: An unfit candidate struggles under intense scrutiny,disgust
How Hedonistic Game Became The Gateway To Virtuous Truths,neutral
Rachel Dolezal's brother: She's 'making up more lies',anger
Transforming hope into reality for patients of drug-resistant TB,neutral
Court ruling on NSA spying splits 2016 field,neutral
The Battle at UNESCO,fear
"Rubio shifts tactics; Trump sticks to themes, seeks unity at subdued GOP debate",neutral
Poll: 6 in 10 Back Renewal of NSA Data Collection,neutral
Baltimore in flames: senseless,sadness
"In Nevada caucuses, Trump gets a third straight win",neutral
How Ted Cruz outfoxed Donald Trump in Iowa,neutral
"Stronger together? Yes, Mrs. Clinton, but what does 'together' really mean?",neutral
:,neutral
Is This What You Think They Would Look Like? Supposed Pictures of Real Extraterrestrials,neutral
"Rep. Jason Chaffetz launches bid for House speaker, shaking up GOP leadership race",fear
Hillary Clinton showed us a glimpse of her soul at Benghazi hearings. It was chilling,fear
Orlando: The mainstream media serves up a false narrative about terror attack,fear
"Jeb Bush Smoked Marijuana, Bullied Other Students In High School",disgust
Ted Cruz says motivating conservatives is key to winning White House,neutral
Netanyahu — Flanked by Boehner — Calls for 'Better Deal' with Iran,surprise
What Is At Stake In The Election,neutral
Inside the swing-state playbooks,neutral
Top 10 toxins that are poisoning your kids,disgust
Even Doctors Are Surprised: This Recipe Renews The Knees And Joints!,surprise
A suburban tide against Trump could sink his election bid,fear
Anonymous Released Video Exposing Huma Abedin Days Before FBI Announcement,disgust
Hillary Reveals Her Pick for Secretary of State – This Woman CANNOT be Elected!,surprise
Open carry comes to Texas: Why the Lone Star state will be safer in 2016,neutral
The Jeb Bush Health Plan: Five Ways It Differs From What Obama's Done,neutral
New Player in the ISIS War: Christian Gazillionaire Foster Friess,neutral
"CNN Fired Donna Brazile 2 Weeks Ago, Made It Public Now After Wikileaks Revelation",neutral
Reduce Nurse Burnout by Treating Nurses as Well as We Treat Patients,disgust
Boehner takes revenge,anger
How Asia trade deal could make or break Obama's foreign policy vision (+video),fear
Suspects In Paris Magazine Attack Killed; Market Gunman And 4 Hostages Also Dead,sadness
FBI Plan B fails: Clinton to be next president,sadness
How U.S. Schools Can Improve Math Education - The Onion - America's Finest News Source,neutral
Why riots happen in places like Baltimore,anger
"Re: Don’t CLICK that, stupid! Is this email from March 2016 where #PodestaEmails21 and others started?",anger
"Police Department Is Being Evicted – Lafayette, CA",sadness
"In a break with Obama, Clinton lays out tougher worldview",neutral
House Republicans try to gut a key American principle,anger
"After Gingrich Attacks Megyn Kelly Over 'Sex,' Trump Advisor's 'Threat' Against Her Blows Up Online",fear
Halloween Pumpkin Carving Scenes at the Hospital | GomerBlog,joy
Wall St. Republicans' dark secret,fear
"Poll: Trump, Carson top GOP race; Clinton leads Dems but support drops",neutral
"Love Him or Hate Him, Anderson Cooper Just Put a 3rd Degree Burn on Newt for Megyn Kelly 'Sex' Insult",anger
Dreaming Beyond Capitalism: a Culture Without Fear,fear
Fact-checking the third round of GOP debates,neutral
Anonymous: World War 3 Is On The Horizon (In 2016),neutral
A Barbaric Race Of Underground-Dwelling Giants Once Inhabited The Mount Shasta Region...,neutral
The Murder Shaking San Francisco’s Liberal Soul,fear
"Sanders sharpening message, attacks on Clinton after Nevada loss",anger
McMullin surge threatens to squeeze Trump's already narrow path to victory,fear
Proposed Bill Calls for Reconciliation Between Turkey and Armenia,neutral
No Pain No Gain? Lockheed Struggles to Finalize Deal With Pentagon on F-35 Lots,sadness
"Non-confrontational style, social media aiding Ben Carson's surge in polls",neutral
Shootings In Chattanooga: What We Know About The Alleged Gunman,fear
The fourth GOP debate is more about the party’s path than personal attacks,neutral
"PIERS MORGAN: “Get Off Your High Horse, Hillary. Only ONE Candidate is Up To Her Neck in FBI Probes and Her Name Isn’t Donald” – TruthFeed",neutral
Diehard GOP mom: No mother could ever vote for Trump,anger
GRAPHIC VIDEO Shows White Officer Shooting Unarmed Black Man In Back,fear
GOP 2016 candidates look to seize momentum out of debates,neutral
Feds Arrest Two Women In New York City In Alleged Terror Plot,fear
Trump or Clinton - Life or Death,fear
"Trump, Clinton cautiously optimistic ahead of Iowa caucuses",fear
Trump in the White House    : Information,neutral
Democrats Playing Class Card To Split the White Vote,neutral
White House: Obama would veto Keystone bill,anger
Massive Spike In Obamacare Health Premiums Could Boost Trump To Victory,neutral
US-led coalition killed 300 Syrian civilians in 11 probed strikes – Amnesty,anger
Half Of Russians Fear Syria Could Spark WW3,fear
Bill O’Reilly’s humiliating bust: Does Fox News have guts to suspend its own serial exaggerator?,disgust
76ers Send Clear Message Over Anthem Singer's Shirt: Keep Politics Off the Court & Just Do Your Job,neutral
Hillary’s cash flow issue,neutral
Iran Gives Investors Glimpse of $30 Billion in Oil Deals to Come,joy
"Charleston church massacre suspect caught, but answers elude victims' loved ones",sadness
William F. Buckley would have loathed Fox News: Inside the right-wing media’s intellectual downfall,neutral
"Listen to the Donald Trump voters: It has taken an ignorant demagogue to tell truth about GOP, humiliate party establishment",disgust
Clinton says electing Trump would be 'historic mistake',fear
It’s A Setup: Dems Claim Russians Will Undermine Elections With Fake Documents Showing Voter Fraud,disgust
Conservatives Cheer Research Saying Cuts To Unemployment Benefits Helped The Economy,joy
The GOP front-runner? It's not Jeb Bush,neutral
Get Ready For Civil Unrest: Survey Finds That Most Americans Are Concerned About Election Violence | RedFlag News,fear
Critics pounce as Obama again shows he isn’t easy on America,fear
Key Time In Collective Human History,neutral
Cruz allies prevail in North Dakota delegate race,neutral
US Election an elaborate John Lewis Christmas campaign. More soon.,neutral
Why the Iowa caucuses have such a massive impact on the presidential race,surprise
So you think SUVs are safe? Shocking video,surprise
"Hillary Clinton, Bernie Sanders: King's legacy is alive",neutral
Russia's 'White Book' on Syria shakes up UN Security Council,fear
Irony Redefined: “Human Rights Champion” Suu Kyi Jails Dissidents,neutral
Chart Of The Day: Since 2009—–Recovery For The 5%; Stagnation for the 95%,neutral
"Trump Will Go Away, but the Anger He’s Stirred Up Is Just Getting Started",anger
14 key moments from the Democratic debate,neutral
US-Korean Relations and the New US President | New Eastern Outlook,neutral
Seven things I’ve learned by covering the third-party candidates,neutral
"To nominate Clinton, it takes a village",neutral
Podesta WikiLeaks UFO Updates — New Names Dragged Down the UFO Rabbit Hole,neutral
Donald Trump’s statement on the Fox News debate has to be seen to be believed,neutral
"With 95% of Votes In, All Signs Point to a Trump Victory in Florida",neutral
It’s No Surprise That Trump Might Not Accept Election Results. He’s Never Accepted Democratic Norms.,sadness
"Obama's last State of the Union address in three words: Disjointed, irrelevant and disappointing",sadness
2016 Tribute to our Troops: veterans who continue to serve,neutral
Limbaugh: Democrats would 'destroy Jesus Christ',anger
Hillary Clinton's Second Amendment,neutral
Chattanooga shooting: History of attacks on U.S. military,fear
"Obama calls for end to nuclear weapons, but U.S. disarmament is slowest since 1980",neutral
Pentagon weighs using force to protect US-backed Syria rebels targeted by Russia,fear
Global UFO “Invasion” Stirs Panic! Military Denies Involvement 10/29/16 [VIDEO],fear
Wreckage in wake of bungled House coup,anger
"Why Nevada was a bad sign for Bernie Sanders's ""political revolution""",disgust
New York restores order for 2016 front-runners,neutral
"If Clinton goes down, Loretta Lynch will go down with her",fear
Pope calls on Catholics to shelter Europe's migrants,neutral
The World War 3 Conspiracy – Episode 1,neutral
This dad’s tweets about Halloween with his young daughters are brilliant,joy
3 winners and 2 losers from Saturday night's Republican debate,sadness
"The Oregon militia standoff, explained",neutral
This is what it’s like to be a Bush stuck at the bottom of the polls,neutral
Flashback: Clinton campaign’s press secretary once thought it was a bad look to second-guess James Comey – twitchy.com,neutral
7 takeaways from the first Democratic debate,neutral
Donald Trump: 'I want surveillance of certain mosques',fear
Ky. clerk’s attorney: New marriage licenses ‘not worth the paper they’re written on’,neutral
The GOP case against Loretta Lynch falls apart,anger
Comment on Trump’s Walk of Fame Star Vandalized by MeThePeople,neutral
Ruth Bader Ginsburg regrets 'ill-advised' remarks about Donald Trump,sadness
PressTV-Brazil football legend Carlos Alberto laid to rest,sadness
"Dead heat: Trump, Clinton tied in 3 swing-state polls",anger
Tony Blair helpfully describes Remain voters as ‘insurgents’,neutral
The United States Is Pre-Positioning “Enemy Assets” In Preparation For A Rigged Election,neutral
Russia’s Syria intervention may force choice on Obama: Act or yield,fear
2016 latest: Spirit of Christmas to be replaced with ‘Every man for himself’. More soon.,neutral
Ted Cruz launches bid; Some pundits paint him as scary extremist,fear
Pope Francis at 9/11 memorial: 'We can never forget them',neutral
Fights Over 'Religious Freedom' And Gay Rights Are Costing Republicans,anger
Breakthrough Listen Project to Focus on 'Alien Megastructure',neutral
Prison sentences are getting shorter. But racial disparities are getting worse.,disgust
US election: Hillary Clinton's problem with young women,neutral
Neither Dictator nor King,disgust
Comment on Man of Sin: Obama says illegal aliens can vote because they are U.S. citizens by Christian Zionist,neutral
The Most Unhealthy Jobs in America,disgust
Obama delivers emotional eulogy for Beau Biden,sadness
Man burned by fajitas while praying can't sue Applebee's,anger
Taliban Militants Attack Afghan Parliament In Kabul,fear
Close call: Russia-U.S. ‘near-miss’ problem moves to Syrian air space,fear
Polls show GOP presidential primary fight wide open,neutral
Poll: Rubio leads the GOP pack in matchup against Clinton,neutral
Washington’s Intent is Economic Destabilization and “Regime Change” In Venezuela,neutral
GOP debate: No one trumps Trump and six other takeaways from Las Vegas,neutral
Mike Huckabee's daughter: Negative tone in GOP race helps Clinton,neutral
One of the Most Undervalued Storable Survival Foods,neutral
America gives Grand Piano to horse,neutral
BREAKING: Obama: “We Have Not Had a Major Scandal” in My Administration! HAHAHA!,surprise
Clinton turns Trump attacks up to 11,neutral
2 gunmen killed following deadly Tunisian museum attack that left 21 dead,fear
Winners and losers from the 7th Republican presidential debate,neutral
"If you use Facebook to get your news, please — for the love of democracy — read this first",neutral
"Iraqi forces, civilians flee as ISIS gains control of Ramadi, US official says",fear
"VIDEO : Black Professor, “Black Voters Are Breaking For Trump”",neutral
'America is already great': Obama urges US to back Clinton in DNC speech,fear
"Clinton, Trump eye Michigan wins as candidates face first big Midwest test",fear
Queen Elizabeth II owns every dolphin in Britain and doesn't need a driving licence and doesn't pay tax — here are the incredible powers you didn't know the monarchy has,surprise
EgyptAir Flight 804: Final moments questioned,fear
How Donald Trump could win,neutral
The Republicans' Red Scare,fear
A Message to my Fellow Republicans,neutral
