headline,emotion_huggingface
The FBI and DOJ Summed Up By One BRUTAL Cartoon,neutral
"News And Views From The Nefarium – November 3, 2016 [Video]",neutral
How the election battle shapes up,neutral
"In my timeline it was Michael Barage, Rump and Billary",neutral
United We Grand - The Onion - America's Finest News Source,joy
Former Attorney General Janet Reno Passes Away,sadness
Media Self-Destruct over Trump,anger
"Bill Clinton Inc: Billions for the Foundation, $116 Million for the Clintons",joy
Comment on Corporate Democratic Party Think Tank ‘Third Way’ Exposed by Dear Centrists: The Left Has Something to Say Whether You Like It or Not,neutral
WATCH: Mass Shooting Occurs During #TrumpRiot; Media Ignores (Video),fear
The Anti-Trump Protesters Are Tools of the Oligarchy,disgust
VA Hospital Honors Decorated Veteran of Three Wars with Free Side of Mashed Potatoes | GomerBlog,joy
"British banker took 60g of cocaine while torturing & killing prostitute, court told",disgust
Bill Black: Wall Street’s Apologist-in-Chief Mansplains Regulation to Senator Warren,neutral
"“We are losing control of the streets,” say police as Angela Merkel’s Germany descends into chaos and lawlessness",fear
"Hillary is So Unpopular, She Has to Pay Off Youth Voters and Fabricate Her Rallies",neutral
"Because of Hillary Clinton, Emergency-Contraception Is Banned In Honduras",fear
North Dakota had 292 oil spills in 2 years officially disclosed 1 to the public,neutral
Fresno State Student Transitions to a Male,neutral
"Comment on The Liberal Conservative Examines The Bill Of Rights, Part VIII by Entertainment and Movie reviews with tips on how to get Website Traffic and Make Money Online.",neutral
Yemeni forces fire ballistic missile at Saudi Arabia’s Jeddah airport,fear
Jim Rogers: It’s Time To Prepare; Economic And Financial Collapse Imminent (VIDEO),fear
What to Expect From the New Congress,neutral
Clinton Promises To Scrap ‘Pointless’ FBI If Elected,anger
Jesus Christ’s ‘Burial Slab’ Uncovered During Restoration,disgust
Knesset Speaker asks Vatican to join battle against UNESCO’s denial of history,anger
4 Motivation-Zapping Thoughts To Identify and Eliminate,neutral
How World War III Could Start,fear
John Pilger: ‘The truth is… there was no one to vote for’ (Going Underground US election special),neutral
Halloween Costumes Mocking #NoDAPL Activists Hit Social Media,fear
"NATO, Russia To Hold Parallel Exercises In Balkans",neutral
October Surprise: ABC Uncovers “Millions” of Payments From Russia To Trump,surprise
FBI Agent Accuses James Comey Of ‘Trampling On The Rule Of Law’,anger
Contaminated food from China now entering the U.S. under the 'organic' label,neutral
Don’t Believe The Myth That Weightlifting Will Slow You Down,fear
Donald Trump Is The King Of Russian Spies,neutral
The Arrivals Bosanski Prijevod 36-theStoryOfJesus,neutral
Hamas Member Admits On Live TV That ‘Palestine’ Never Existed,neutral
The Hillary Era is Coming: Worry!,fear
The FBI's Clinton Investigation Is Wider Than Assumed,neutral
"Wikileaks: Clinton, Podesta Agreed Not To Distribute Confidential Intel By Private Email Account",neutral
Wolf Richter: What the Heck’s Going on with Foreclosures? Why this Spike?,surprise
RED ALERT: China officially orders its citizens to prepare for WW3 as tensions with the United States boil over,anger
The World is Waking Up and it’s Magic to Watch,neutral
"Health Ranger to launch revolutionary, certified organic, non-GMO preparedness food line this Thursday",neutral
France Plans to Implement Universal Biometric IDs,neutral
NEW WIKILEAK : Top Clinton Operative Believes “BLACK VOTERS ARE STUPID” – TruthFeed,neutral
Israel preparing for one-sided UN Security Council resolutions,fear
Peter Thiel On Trump,neutral
"Comment on India Moves to Severely Restrict Use of Cash, Forcing Much of Economy Into Barter by Bugs Bunny",neutral
Migrants FLOOD Into U.S. From Mexico Right Before Election,fear
Police Departments Refuse Participation In Dakota Access Pipeline Crackdown,anger
Donald Trump and the Equilibrium to Come | New Eastern Outlook,neutral
Will #DraftOurDaughters Bring Hillary Down?,fear
They Knew: The End of the Clinton Lies Begins,sadness
The USA Era (1945 - 2008) in Retrospect,neutral
Russia Warns US In Total Breakdown After FBI Notifies Obama All Hillary Emails Found,fear
Sandy Hook Promise Rakes In $6 Million (VIDEO),joy
World leaders' personal chefs sample Indian market fare,neutral
An Open Letter to Black South African Police Officers,neutral
Gay man finds it in himself to tolerate religious person,disgust
US Spy Chief: Asking North Korea To Stop Nuke Program a ‘Lost Cause’,sadness
General is most senior Army officer to kill self,disgust
Putin Mocks Clinton Claim Of Russia Election Meddling: ‘Is U.S. A Banana Republic?’,neutral
Attack of the Clones translated into Chinese and back to English makes for hilarious subtitles,joy
Seth Meyers Takes ‘A Closer Look’ At The Final Stretch Of The Election Season (VIDEO),neutral
Soros-Linked Voting Machines Cause Concern over Rigged Election,fear
"Israel settlements legal, Trump aide says, playing anti-Iran video message on Mount Zion",anger
Is Obama preparing a parting shot on Israel? This President must not bind the next,neutral
“Scary Stories In 5 Words” are terrifying tales for people short on time,fear
BUSTED: Eric Trump Admits Daddy ‘Started The Conversation’ About Obama’s Birth Certificate (AUDIO),disgust
"Wolf Richter: Done in by Overcapacity, Stagnant World Trade, and China, Korean Shipbuilders Collapse on Top of Taxpayers",fear
Alex Collier on Angels 2016-10-22 [VIDEO],neutral
What Is To Be Done?,neutral
"American Dream, Revisited",neutral
Fox News Just Exposed Hillary’s ILLEGAL VOTING Scheme To The Entire Country!,neutral
Why Are Russia and China Buying Up All of America’s Food? Paul Martin and Dave Hodges,neutral
US Votes 'No' As UN Adopts Landmark Resolution Calling to Ban Nuclear Weapons,fear
Europeans have no future - Putin on Migrant Crisis [Video],neutral
Re: Americans Want Hillary in Jail - Rightly So!,anger
BRICS Do Not Lack Mortar: What Detractors Should Know - Rakesh Krishnan Simha,neutral
WikiLeaks Podesta Emails Confirm Hillary’s Health Issues,neutral
On Trump’s victory,neutral
Vine 2013-2016: celebrate the life and death of an app with these 12 clips,joy
These New Solar Panels Use Sunlight to Create Clean Drinking Water from the Air,neutral
"Hacker Guccifer 2.0 Says Election Could Be Rigged, Promises to Monitor 'from Inside'",neutral
Top EU Official Disputes That Trump Could Upend Iran Nuclear Deal,anger
Another 4.6-Magnitude Tremor Hits Central Italy After Two Earthquakes,fear
Comment on Unprecedented letter from Chair of Joint Chiefs suggests U.S. military does not want a President Hillary by joworth,fear
Israel Tracked ‘Anti-Government’ Journalists On Facebook,anger
Newt Says GOP Women Are Actually Thanking Him for Calling Out Megyn Kelly on ‘Sex Obsession’,neutral
An Admittedly Ingenious Low,disgust
Teenager ‘enamored with ISIS’ in court over ‘viable device’ found on London Underground,anger
How To Talk To Your Child About Death - The Onion - America's Finest News Source,neutral
Busted: Bill Recorded Telling Mistress To Deny That Clintons Helped Her Get A State Job,disgust
BREAKING: U.S. And Russian Jets Almost Collide Over Syria,fear
Crossing the Acheron: Back to Vietnam,neutral
“America has lost” in the Philippines,sadness
What Are Saponins? Discovering Their Health Benefits,neutral
Why the Democrats Keep Losing the Congress,sadness
Will Barack Obama Delay Or Suspend The Election If Hillary Is Forced Out By The New FBI Email Investigation?,neutral
LEAKED BOMBSHELL: The Shocking Truth About Hillary That Huma Abedin Has Concealed For Years,fear
Bombshell: 2006 audio of Hillary Clinton proposing rigging Palestine election,disgust
Chinese Immigrants Demand Protection from Paris Muggers,anger
Transylvania Recalls Melania Trump While Movement To Deport Her Gains Steam,sadness
NYC Democratic Election Commissioner: “They Bus People Around to Vote”,neutral
Electric Floors Could Generate Renewable Energy From Walking,neutral
Kind Samaritan Pays Off All Overdue Lunch Fees At Hometown Elementary School,sadness
New Heavy-Duty Voting Machine Allows Americans To Take Out Frustration On It Before Casting Ballot - The Onion - America's Finest News Source,anger
Hillary admits creation of Mujahedin plague,fear
Russia prevented Spain from diplomatical conflict denying its proposal,anger
Get Ready For A Likely Market Crash After Election [Video w/ Transcript],neutral
Michelle Obama Deletes Hillary Clinton From Twitter,neutral
DAPL Protesters Proven Right as Largest Gas Pipeline in U.S. Experiences Massive and Deadly Explosion,fear
US Insiders  Not Russia  Leaked Clinton Emails,neutral
Iraq ‘Ready For War’ With Turkey Over Who Should Control Mosul After Isis,fear
Trump voter listens carefully to call for national unity then sets up Aryan website,neutral
NOT KIDDING: Colleges Give Students “Safe Spaces” To Cry Over Trump Win…Threaten Students Over Pro-Trump “Chalkings”,fear
"Uber Drivers Found To Discriminate By Gender, Race - The Onion - America's Finest News Source",disgust
Putin Dedicates Christian Statue to Prince Vladimir,neutral
Newt Gingrich goes berserk when Fox News Megyn Kelly referred to Trump as a sexual predator,anger
Why Sprott Believes Gold Bullion Is A Mandatory Portfolio Asset,joy
Let’s Be Clear—A Vote for Warmonger Hillary Clinton Is a Vote for World War 3,neutral
Twitter Users DESTROY Clinton Puppet James Comey #ComeyResign – TruthFeed,anger
EWAO Hubble has just spotted mysterious 'plasma balls' of unknown origin,surprise
Hillary Helped Chelsea’s Friend With VISA Issues Within 2 Hours,neutral
JOHNSON & JOHNSON ORDERED TO PAY $70 MILLION TO CALIFORNIA WOMAN FOR CANCER-LINKED BABY POWDER,neutral
"Inside the Invisible Government: War, Propaganda, Clinton & Trump",disgust
"Former GOP Congressman Goes Full Trump, Encourages Armed Revolt If Clinton Wins",fear
Peter Brimelow On With Steve Curtis At 8:05 Eastern,neutral
Coalition Nations Seek to Put North Korea in a Vise,fear
Thomas Frank Explores Whether Hillary Clinton and the Democratic Party Will Address Inequality,neutral
6 Myths That Men Believe About Southeast Asia,neutral
What happened in this election?,surprise
Top university stole millions from taxpayers by faking global warming research,anger
No charges after new review of Hillary Clinton emails – FBI director,sadness
“Brexit means Clusterfuck” confirms Prime Minister,disgust
‘Ignored’ voter to become ‘absolutely shafted’ voter,disgust
Hillary Reboots ‘Vast Right-Wing Conspiracy’ Playbook,neutral
Can U.S. Elections Really Be Stolen? Yes      : Information Clearing House - ICH,fear
Obama Admits to Rigged Elections back in 2008,anger
Alien Insects Capture In UK,fear
EWAO Stephen Hawking Warns: STOP Searching for Aliens before its TOO LATE,fear
Chinese may become Russia’s second largest ethnic population by 2050 | Russia & India Report,neutral
"Meet the Neocons, 9/11 Criminals and Goldman Bankers On Team Trump : The Corbett Report",neutral
This Times newspaper correction is amusing,joy
"6 neo-Nazis arrested in Motorola assassination case, SBU plot exposed - Fort Russ",anger
Packer to lose more money as Carey wants back-out fee,sadness
Assange: Clinton Campaign Tried To Hack WikiLeaks,anger
Comment on WATCH: Human Rights Activists Are Targeting The China Dog Meat Festival by information security architect,anger
Why Has Putin Pointed Russia's SATAN Nukes at the US? | Silver Doctors,neutral
ELECTION DAY QUESTION: Do You Want To Glow In The Dark?,neutral
Constitutional Law Expert: Comey Did NOT Violate Law By Announcing Email Investigation,fear
Can Trump Save America Like Putin Saved Russia? — The Saker,fear
NATO Confirms Major Troop Buildup In Eastern Europe,neutral
Has family guy gone nuts?,neutral
Destruction of Walk Of Fame star leaves Donald Trump down to his last six Horcruxes,sadness
"Exchange of equipment, arms & experience: Large-scale joint NATO drills held in Romania",neutral
What do the protesters believe they are protesting? | OffGuardian,neutral
Debate over the Cleveland Indians’ Mascot,neutral
ISLAM NOT WELCOME: Obama just got TERRIBLE NEWS – THIS could END his MUSLIM “REFUGEE” Program… FOREVER!,anger
Putin Warns “US Has Pushed Russia Back Into Nuclear Arms Race”,sadness
Israel Refuses Participation In Paris Peace Conference,anger
‘Like Asking if You’ll Stop Beating Your Wife’: Saudi Ambassador to US Dodges Yemen Cluster Bomb Question - American Herald Tribune,anger
National Attention On Ayotte - Hassan (*NH) Senate Race,neutral
Energy Update – Super High Geomagnetic Solar Winds,neutral
What's NaNoWriMo? Your Story. 30 Days. Try it.,neutral
Investors Intelligence Says Here Is The Key To A Turnaround In Gold & Silver!,neutral
The Loosening Grip,neutral
Reductress » This Little Girl’s Mind-Blowing Protest Speech Is Everything Her Mother Told Her to Say,neutral
Love Trumps Hate: GoFundMe To Rebuild Church Torched By Trump Supporter SHATTERS Fundraising Records,anger
Hillary Campaign Launching Attacks on the FBI,anger
Don’t Despair: Why This Election Is Our Greatest Blessing,fear
Re: It Is Now Mathematically Impossible To Pay Off The U.S. National Debt,fear
"President Obama Gets Real, Not Revenge, On Republicans",anger
ECB policymakers tout December stimulus extension,neutral
Here’s How Goldman Sachs Lays People Off | Financial Markets,neutral
How Hedonistic Game Became The Gateway To Virtuous Truths,neutral
Transforming hope into reality for patients of drug-resistant TB,neutral
The Battle at UNESCO,fear
:,neutral
Is This What You Think They Would Look Like? Supposed Pictures of Real Extraterrestrials,neutral
What Is At Stake In The Election,neutral
Top 10 toxins that are poisoning your kids,disgust
Even Doctors Are Surprised: This Recipe Renews The Knees And Joints!,surprise
Anonymous Released Video Exposing Huma Abedin Days Before FBI Announcement,disgust
Hillary Reveals Her Pick for Secretary of State – This Woman CANNOT be Elected!,surprise
"CNN Fired Donna Brazile 2 Weeks Ago, Made It Public Now After Wikileaks Revelation",neutral
Reduce Nurse Burnout by Treating Nurses as Well as We Treat Patients,disgust
FBI Plan B fails: Clinton to be next president,sadness
How U.S. Schools Can Improve Math Education - The Onion - America's Finest News Source,neutral
"Re: Don’t CLICK that, stupid! Is this email from March 2016 where #PodestaEmails21 and others started?",anger
"Police Department Is Being Evicted – Lafayette, CA",sadness
"After Gingrich Attacks Megyn Kelly Over 'Sex,' Trump Advisor's 'Threat' Against Her Blows Up Online",fear
Halloween Pumpkin Carving Scenes at the Hospital | GomerBlog,joy
"Love Him or Hate Him, Anderson Cooper Just Put a 3rd Degree Burn on Newt for Megyn Kelly 'Sex' Insult",anger
Dreaming Beyond Capitalism: a Culture Without Fear,fear
Anonymous: World War 3 Is On The Horizon (In 2016),neutral
A Barbaric Race Of Underground-Dwelling Giants Once Inhabited The Mount Shasta Region...,neutral
No Pain No Gain? Lockheed Struggles to Finalize Deal With Pentagon on F-35 Lots,sadness
"PIERS MORGAN: “Get Off Your High Horse, Hillary. Only ONE Candidate is Up To Her Neck in FBI Probes and Her Name Isn’t Donald” – TruthFeed",neutral
Trump or Clinton - Life or Death,fear
Trump in the White House    : Information,neutral
Democrats Playing Class Card To Split the White Vote,neutral
Massive Spike In Obamacare Health Premiums Could Boost Trump To Victory,neutral
US-led coalition killed 300 Syrian civilians in 11 probed strikes – Amnesty,anger
Half Of Russians Fear Syria Could Spark WW3,fear
76ers Send Clear Message Over Anthem Singer's Shirt: Keep Politics Off the Court & Just Do Your Job,neutral
It’s A Setup: Dems Claim Russians Will Undermine Elections With Fake Documents Showing Voter Fraud,disgust
Get Ready For Civil Unrest: Survey Finds That Most Americans Are Concerned About Election Violence | RedFlag News,fear
Key Time In Collective Human History,neutral
US Election an elaborate John Lewis Christmas campaign. More soon.,neutral
So you think SUVs are safe? Shocking video,surprise
Russia's 'White Book' on Syria shakes up UN Security Council,fear
Irony Redefined: “Human Rights Champion” Suu Kyi Jails Dissidents,neutral
Chart Of The Day: Since 2009—–Recovery For The 5%; Stagnation for the 95%,neutral
US-Korean Relations and the New US President | New Eastern Outlook,neutral
Podesta WikiLeaks UFO Updates — New Names Dragged Down the UFO Rabbit Hole,neutral
"With 95% of Votes In, All Signs Point to a Trump Victory in Florida",neutral
2016 Tribute to our Troops: veterans who continue to serve,neutral
Limbaugh: Democrats would 'destroy Jesus Christ',anger
Global UFO “Invasion” Stirs Panic! Military Denies Involvement 10/29/16 [VIDEO],fear
"If Clinton goes down, Loretta Lynch will go down with her",fear
The World War 3 Conspiracy – Episode 1,neutral
This dad’s tweets about Halloween with his young daughters are brilliant,joy
Flashback: Clinton campaign’s press secretary once thought it was a bad look to second-guess James Comey – twitchy.com,neutral
Comment on Trump’s Walk of Fame Star Vandalized by MeThePeople,neutral
PressTV-Brazil football legend Carlos Alberto laid to rest,sadness
Tony Blair helpfully describes Remain voters as ‘insurgents’,neutral
The United States Is Pre-Positioning “Enemy Assets” In Preparation For A Rigged Election,neutral
2016 latest: Spirit of Christmas to be replaced with ‘Every man for himself’. More soon.,neutral
Breakthrough Listen Project to Focus on 'Alien Megastructure',neutral
Comment on Man of Sin: Obama says illegal aliens can vote because they are U.S. citizens by Christian Zionist,neutral
The Most Unhealthy Jobs in America,disgust
Close call: Russia-U.S. ‘near-miss’ problem moves to Syrian air space,fear
Washington’s Intent is Economic Destabilization and “Regime Change” In Venezuela,neutral
One of the Most Undervalued Storable Survival Foods,neutral
America gives Grand Piano to horse,neutral
BREAKING: Obama: “We Have Not Had a Major Scandal” in My Administration! HAHAHA!,surprise
"VIDEO : Black Professor, “Black Voters Are Breaking For Trump”",neutral
Queen Elizabeth II owns every dolphin in Britain and doesn't need a driving licence and doesn't pay tax — here are the incredible powers you didn't know the monarchy has,surprise
Man uses Trump victory as excuse to call ex-girlfriend,anger
Rembrandt Art Proves Chapter 22 of Genesis (MUST SEE),neutral
3 Year Old Son of Singer Michael Bublé Diagnosed With Cancer,sadness
Re: America Is The Loneliest Country In The World – Is It Because We’ve Abandoned The Traditional Family Structure?,sadness
"Syrian War Report – November 9, 2016: Russian Navy Is Ready to Strike Terrorists in Aleppo",fear
The #1 Reason Why People Are Voting for Trump,neutral
Is Western Civilization Worth Saving?,neutral
Candace Cameron Bure Dishes on the Main Conservative Issue Driving Her to the Polls,sadness
No Account for You,neutral
Steve Pieczenik: U.S. Intelligence Waging Coup Against Corrupt Clintons » REGATED,neutral
Comment software has been rolled back to old version,neutral
Round Up the Unusual Suspects: Moneyball Nerds Squeeze Out Blacks & Latinos from Baseball Jobs,neutral
Trump VP’s plane slides off runway at New York airport,surprise
UK Child Protection Services workers are ‘afraid’ to challenge the ages of Muslim invaders for fear of ending up in court,fear
Anti-Communist Group Makes Their First Ever Endorsement Toward The Donald.. Media Silent,neutral
The Conspiracy “Theory” Conspiracy [Video Documentary],neutral
Clinton's Policies Look Like a Death Sentence for Americans,disgust
"Life: Touching: After Her Brother Passed Away, This Woman Took Over His Facebook Page To Continue Sharing Islamophobic Rhetoric",disgust
"Boy wearing a ‘My dad is an ATM’ T-shirt chased by mob; father frisked, robbed",fear
Why Isn’t NSA Surveillance an Election Issue?,neutral
"Genius Kid Trolled White House Halloween Party, Idiot Obama Didn’t Notice",neutral
Police Turn In Badges Rather Than Incite Violence Against Standing Rock Protesters,anger
Madman Merkel Demands the Internet Publicly Release All Closed-Source Code,neutral
"Vote as if your life depended upon it, because it does.",neutral
Alternative Cancer Treatments With Positive Results and Generic-Drug Probe to Be Filed by Year-End,neutral
Goldman Sachs Endorses Hillary Clinton For President,neutral
Pacific Islanders may have DNA of unknown human species,neutral
WOW! Coláiste Lurgan Sing In English For A Change And It’s Shit,surprise
"TRUMPED: After Deceiving The American People, The New York Times Vows To Start ‘Reporting Honestly’",neutral
Dr. Mercola: The Dangers of LED Lights,neutral
Six Corporations Will Soon Rule the Planet,neutral
FBI Wiretapped Corruption Suspect Discussing Clinton Deals,fear
Refugees scooped out of Lake Erie,neutral
Re: America Has Become A Lawless Nation – Hillary Clinton Magically Cleared By The FBI,fear
HILLARY PROMISES END TO VIOLENCE THROUGH CIVILIAN DISARMAMENT,anger
"More Evidence Emerges Proving What a Shameless, Crony Fraud Evan Bayh Is",fear
"60 Civilians Killed, 200 Injured As US-Led Airstrikes Hit a School In Iraq",sadness
Re: OUCH! Hillary Clinton’s self-unaware lecture about religious freedom given important disclaimers,surprise
Rick Rule,neutral
Healthcare system bleeds us dry by design,disgust
Bret Baier: FBI Indictment ALMOST certain in Hillary case,neutral
"Speaker at Sanders Rally Tells Crowd Not to Vote Clinton, Gets Dragged Off Stage",sadness
More Reports Of Votes Flipping From Trump To Clinton In Texas ….election Officials Dismiss Concerns… An Ongoing Cbs4 Voter Fraud Investigation Finds People Voting Twice,fear
Incredible smoke haze seen outside NDTV office after Arnab quits; bursting of firecrackers suspected,fear
Fascism In India - CounterCurrents.org,anger
Strategic Culture,neutral
Do Cholesterol Drugs Have Men By Their Gonads?,neutral
'HACKING DEMOCRACY' CREATOR JUST EXPOSED HOW HILLARY HAS ALREADY RIGGED '99% of VOTING MACHINES'! -,neutral
Many Popular Tea Bags Contain Alarming Amounts of Deadly Pesticides (avoid these brands like the plague),fear
"Even If You Hate Trump, What this Leftist Just Did Is VILE... | The Federalist Papers",anger
US Military on Ground in Syria Training Opposition for Raqqa Operation,fear
The Orlando Shooter’s 911 Calls Were Finally Released — and They’re Very Telling,neutral
"Obamacare Architect Jonathan Gruber: “Obamacare Is Not Imploding,” “Working As Designed”",neutral
"U-M’s New ‘Chief Diversity Officer’ Will Collect $385,000 per Year",neutral
BEARS BEWARE: This Just Hit One Of The Highest Levels In The Past 6 Years!,surprise
Spirit to thank veterans at annual Veterans Day Parade,joy
PETITION TO STOP GEORGE SOROS VOTING MACHINES HITS 100K,neutral
BREAKING: Obama Says There Were No Scandals During His Administration! HAHAHA!,neutral
WIKILEAKS BOMBSHELL : Chelsea Clinton Used Foundation CHARITY Money for Her LAVISH Wedding and “Life” – TruthFeed,neutral
The Most Important Concepts The Manosphere Taught Me,neutral
"When Obama Admin Went After Banks, It Forced Them to Give Big Money to Some...Questionable Groups",anger
Links 10/28/16,neutral
"Surveillance ""Reforms"" Allow NSA Greater Access Than Ever to Phone Data",neutral
GERMANY: Parents outraged after German primary school ‘forces’ children to chant “Allahu Akbar” and “there is no God but Allah” in Muslim prayer,anger
Vladimir Putin: The United States continues to sleep with al-Nusra,neutral
Comey Letter Hurts GOP As Hillary Clinton Raised $11.3 Million Online In 72 Hours,joy
Constitutional Law Expert: Comey Did NOT Violate Law By Announcing Email Investigation,fear
Drones Are Officially Cleaning Up Ocean Trash [Watch],neutral
FBI reopens Hillary investigation – with evidence from Anthony Weiner sexting scandal,neutral
Don’t Miss This Once in a Lifetime November Supermoon,neutral
Iceland’s Pirate Party Makes Strong Showing in New Election,neutral
US Secret Service Struggles To Find Recruits Who Haven’t Used Adderall,neutral
WikiLeaks: Clintons Purchase $200 Million Maldives Estate,neutral
BREAKING: Police Raid Democratic Office – Hillary is SCREWED!,anger
“Well It Was Nice While It Lasted” – Democracy,neutral
Have The Sun really darkened the image of Brexit legal challenge winner Gina Miller?,neutral
"Capitalism, climate change and the Anthropecene",neutral
ELECTION EVE BOMBSHELL : Wikileaks Reveals Analysts at Intelligence Firm Believe Hillary Killed Vince Foster – TruthFeed,neutral
Foods & Supplements For Chemtrail Protection,neutral
BREAKING: DOJ FINALLY Secures Warrant To Inspect Huma’s Emails | Daily Wire,neutral
BOMBSHELL: Leaked Emails Expose How Muslims Got In Obama’s Administration,neutral
Anxiety and Worry Increase Risk of Heart Disease,fear
Only Geniuses & Schizophrenics Can Pass This 3 Question Quiz! - David Avocado Wolfe - DavidWolfe.com,neutral
Abedin & Weiner to Testify Against Clinton,neutral
Now it is USA Today Lying to us that the Anti-Trump Protests are Spontaneou,neutral
Clinton Campaign In FULL PANIC After Bill’s Alleged Son Makes DEMAND That Would HUMILIATE Them,anger
Police threaten eviction 'at any time' as Dakota Access protesters refuse to leave private land,fear
11 Things To Let Go Of Before The New Year,sadness
Khodorkovsky: Putin is not going to cozy up to Washington,neutral
Creating an Anti-Muslim Bias at a Canadian University,neutral
The Powerful Act Immoral as they Also Suffer from Herd Mentality,sadness
Mrs. Weiner,disgust
More Footage Of Operation High Jump With Hitler!,neutral
SWEDEN HELP WANTED: Activities Coordinator for bored illegal alien Muslim freeloaders and rapists,neutral
Saudis Foil ISIS Terror Attacks on Packed Stadium,fear
“My Trampoline Addiction Hell” Buster The Boxer Tells All,sadness
Theresa May refuses to withdraw support for Saudi Arabia,anger
Holding the Light: Visualizing the Future,neutral
Canada and EU sign ‘thoroughly undemocratic’ CETA trade deal,neutral
Thomas Sowell Delivers the BRUTAL Truth About Understanding Politics | The Federalist Papers,neutral
GOVERNMENT HIDING UNPRECEDENTED TB INFECTION RATES AMONG RELOCATED REFUGEES,neutral
The India-Russia Alliance Isn't Going Anywhere Because It's Underpinned by Values as Well as Interests - Nabarun Roy,neutral
Is Robert Mugabe on his deathbed? UK planning for transition phase in Zimbabwe,sadness
The Zika Virus Is Harmless. It Does Not Cause Birth Defects (Bill Gates Releasing GM Mosquitoes Anyway),neutral
"Russia Extends Aleppo Ceasefire Through Friday, Urges Rebels to Leave",neutral
Boycott targets Trump family on retail front,anger
DNC To Sue Trump For Telling Truth: Trump Admits Everything Is A Lie,anger
Ukraine just officially declared itself an illegitimate state up for grabs,neutral
Vegan Custard Stuffed Pumpkin Recipe,neutral
Hillary emails 'whitelisted' for Obama's BlackBerry,anger
"A Materialist Analysis of Why I am Voting Green, and Why the Left Should Do the Same",neutral
The 8 Biggest Threats to Humanity Exposed,fear
Comment on Censored News: Black woman kills 12 y.o. white boy with blow torch by TNB – PA,anger
Verified Report: These Cops Left Standing Rock and Refuse to Return,anger
Links 11/5/16 | naked capitalism,neutral
Life: 6 Great Halloween Costume Ideas For Duos,joy
The Ruthlessly Effective Rebranding of Europe’s New Far Right,neutral
Behind Hillary’s DISGUSTING Plot To Sabotage Bernie’s Campaign,disgust
Hillary Already Planning Fireworks for Victory Celebration,neutral
Will Barack Obama Delay Or Suspend The Election If Hillary Is Forced Out By The New FBI Email Investigation?,neutral
Iraqi Christians Return to Charred Churches Captured from ISIS,neutral
The Tomb of Jesus Revealed,neutral
"Project Veritas 4: Robert Creamer's Illegal $20,000 Foreign Wire Transfer Caught On Tape",anger
"BRINK OF WAR: UK sends TANKS, DRONES and 800 SOLDIERS to Russian border as tensions grow",anger
Best of Luck With the Wall,neutral
"Donald Trump, Peacenik President?       : Information",surprise
Merkel: Worried about Islamisation? Just Sing Christmas Carols,fear
THE RIG IS IN: CROOKED HILLARY’S CROOKED VOTING MACHINES,neutral
"Libertarian Party VP insults Trump, practically endorses Clinton",disgust
Silver And Gresham’s Law,neutral
Sex Differences in the Right Tail of Cognitive Abilities: An Update and Cross Cultural Extension,neutral
What Happened to the FBI?,surprise
The Dangers Of Romantic Love,sadness
Will Trump's presidency change the way America views Russia?,neutral
15 Secret iPhone Codes And Tricks,neutral
Prime Minster John Key caught channeling millions of dollars of taxpayer's money to 'ethically compromised' Clinton Foundation,anger
Media Dig the Grave for Self-Government,neutral
Nigel Farage held at Heathrow on return from Trump visit due to ‘mysterious brown substance’ on nose,fear
BREAKING : After Embarrassingly Low Turnout at Ohio Rally Tim Kaine Cancels Florida Rally – TruthFeed,sadness
Seth Meyers Takes ‘A Closer Look’ At The GOP’s Threats Against Hillary And It’s Terrifying! (VIDEO),fear
YIKES! Megyn Kelly Receives RUDE AWAKENING- Reminded She’s REPLACEABLE!,neutral
"[WATCH] Univ Of Alabama Students Try To Protest National Anthem, Then A Veteran Shows Up",anger
"Insider Leaks Bill’s 2-Word Nickname For Hillary, Exposes Dirty Bad Habits",disgust
WIKILEAKS: Emails Show Clinton Collusion Between State Department And DOJ,neutral
Last Stand For ISIS?,neutral
Russia’s Most Potent Weapon: Rapidly “Hoarding Gold” As Global Currency War Is Upon Us,neutral
Police arrest 141 in crackdown on North Dakota pipeline protesters,anger
Russia plans to test elements of new nuclear engine on ISS,neutral
Trump Is Deadbeating On His Campaign Debts By Refusing To Pay His Own Pollster,neutral
"Racists, Misogynists and Homophobes all absolutely delighted",joy
"DEAD MUSLIMS SOCIETY will sue to force small Massachusetts town to allocate space for 16,000 dead Muslims",anger
Microsoft Outlook to introduce ‘Hillary’ button to delete emails ‘en masse’,neutral
Christian Pastor Jailed by Iran Reveals STUNNING Truth About Trump,sadness
It Looks Like George Soros Is Funding The Trump Protests Just Like He Funded The Ferguson Riots,neutral
Russia to test new anti-tank guided missiles in Syria,fear
The Top 100 WikiLeaks That Should Destroy Hillary’s Campaign [LIST],fear
Hillary Lies About Her Whereabouts On 9/11,sadness
Michael Moore’s ‘Morning After To-Do List’ Is Going Viral – Maybe This Time We Will Listen,neutral
Comment on Armed Militias Prepping for Violence if Clinton Wins in “Stolen Election” by Joel W,fear
"New Pew Report: Significant Economic Impact of Illegals' ""Anchor Babies""",disgust
13 Year Old Girl’s Rousing Speech: “If Donald Trump Had A Brick For Every Lie Hillary Has Told He Could Build Two Walls”,neutral
